gate,family,run,task,condition,acc,acc_std,acc_minus_majority,loss_gain,label_gap,dispersion_delta,n,params,verdict,path
partial,local_overnight_2026_04_27,blimp_wh_island_n125,blimp,bias_only_normalized,0.5877777777777777,0.01677740985615727,0.08777777777777773,-0.050453326681204023,-0.26956164744165206,0.2266422708829244,3.0,712044.0,weak: training barely reduces answer loss,resonance/outputs/local_overnight_2026_04_27/blimp_wh_island_n125/results.json
partial,local_overnight_2026_04_27,blimp_wh_island_n125,blimp,resonance_inert_normalized,0.5888888888888889,0.015030832509409658,0.0888888888888889,-0.049801538387934365,-0.2706570701466667,0.22908974687258402,3.0,712044.0,weak: training barely reduces answer loss,resonance/outputs/local_overnight_2026_04_27/blimp_wh_island_n125/results.json
fail,local_overnight_2026_04_27,blimp_wh_island_n75,blimp,standard,0.5322222222222223,0.030245905752924872,0.03222222222222226,-0.1150245739702593,-0.25826395081149206,0.12902380029360452,3.0,578320.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/blimp_wh_island_n75/results.json
partial,local_overnight_2026_04_27,blimp_wh_island_n75,blimp,resonance_full_normalized,0.5111111111111111,0.05091750772173154,0.011111111111111072,0.0015717284721240565,-0.04535040729575687,-0.1706080213189125,3.0,712044.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/blimp_wh_island_n75/results.json
partial,local_overnight_2026_04_27,blimp_wh_island_n75,blimp,phase_stream_only_normalized,0.5111111111111111,0.05091750772173154,0.011111111111111072,0.0015386468485782216,-0.04523518535825941,-0.17087087811281285,3.0,712044.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/blimp_wh_island_n75/results.json
fail,local_overnight_2026_04_27,blimp_wh_island_n75,blimp,bias_only_normalized,0.5,0.01855921454276677,0.0,-0.021756080158969793,-0.08390929023424785,-0.15198170517881712,3.0,712044.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/blimp_wh_island_n75/results.json
fail,local_overnight_2026_04_27,blimp_wh_island_n75,blimp,resonance_inert_normalized,0.5,0.01855921454276677,0.0,-0.021760602792104122,-0.08404509219858382,-0.15177784860134125,3.0,712044.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/blimp_wh_island_n75/results.json
partial,local_overnight_2026_04_27,causal_intervention_8ev,causal_intervention,standard,0.5077777777777778,0.010715167512214411,0.007777777777777772,0.0037579159987600383,-0.0029027800427542795,-0.4312183144502342,3.0,580880.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/causal_intervention_8ev/results.json
partial,local_overnight_2026_04_27,causal_intervention_8ev,causal_intervention,resonance_full_normalized,0.5044444444444444,0.007698003589194996,0.004444444444444362,0.0030111053533721233,-0.0011412407954533895,-0.3034642117175584,3.0,714604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/causal_intervention_8ev/results.json
partial,local_overnight_2026_04_27,causal_intervention_8ev,causal_intervention,phase_stream_only_normalized,0.5044444444444444,0.007698003589194996,0.004444444444444362,0.003011968052178071,-0.0011406801806555856,-0.30347371598084766,3.0,714604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/causal_intervention_8ev/results.json
partial,local_overnight_2026_04_27,causal_intervention_8ev,causal_intervention,bias_only_normalized,0.5,0.0,0.0,0.010725557804107666,-0.0015932808319727581,-0.3227405028107266,3.0,714604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/causal_intervention_8ev/results.json
partial,local_overnight_2026_04_27,causal_intervention_8ev,causal_intervention,resonance_inert_normalized,0.5,0.0,0.0,0.010736449768668721,-0.0015934552748998005,-0.32279892071771127,3.0,714604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/local_overnight_2026_04_27/causal_intervention_8ev/results.json
fail,local_overnight_2026_04_27,graph_alias_new_graphs_small,graph_alias,standard,0.47333333333333333,0.008819171036881974,-0.026666666666666672,-1.875656376805222,-0.6303900089528826,0.8579428981368741,3.0,580880.0,weak: training barely reduces answer loss,resonance/outputs/local_overnight_2026_04_27/graph_alias_new_graphs_small/results.json
partial,local_overnight_2026_04_27,graph_alias_new_graphs_small,graph_alias,resonance_full_normalized,0.591111111111111,0.04857220665420975,0.09111111111111103,-1.1966303806555898,-0.5246783717473348,0.7936414419673383,3.0,714604.0,weak: training barely reduces answer loss,resonance/outputs/local_overnight_2026_04_27/graph_alias_new_graphs_small/results.json
partial,local_overnight_2026_04_27,graph_alias_new_graphs_small,graph_alias,phase_stream_only_normalized,0.5555555555555556,0.00769800358919506,0.05555555555555558,-1.2074565155464307,-0.5090977075364855,0.8243376770988107,3.0,714604.0,weak: training barely reduces answer loss,resonance/outputs/local_overnight_2026_04_27/graph_alias_new_graphs_small/results.json
fail,local_overnight_2026_04_27,graph_alias_new_graphs_small,graph_alias,bias_only_normalized,0.4777777777777778,0.03532914021241033,-0.0222222222222222,-1.8676020722640188,-0.6881698397133085,0.8867898493384322,3.0,714604.0,weak: training barely reduces answer loss,resonance/outputs/local_overnight_2026_04_27/graph_alias_new_graphs_small/results.json
fail,local_overnight_2026_04_27,graph_alias_new_graphs_small,graph_alias,resonance_inert_normalized,0.47666666666666674,0.031797973380564865,-0.02333333333333326,-1.8727925576661761,-0.6811243221494886,0.8850220968015492,3.0,714604.0,weak: training barely reduces answer loss,resonance/outputs/local_overnight_2026_04_27/graph_alias_new_graphs_small/results.json
partial,local_overnight_2026_04_27,structural_paraphrase,structural_paraphrase,standard,0.6677777777777778,0.023648662948658663,0.1677777777777778,0.06273316814188375,-0.03743658946620095,0.05063736438751221,3.0,580880.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/local_overnight_2026_04_27/structural_paraphrase/results.json
partial,local_overnight_2026_04_27,structural_paraphrase,structural_paraphrase,resonance_full_normalized,0.62,0.05364492313143695,0.12,0.06702724151444017,-0.025199761258231267,0.01033748189608256,3.0,714604.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/local_overnight_2026_04_27/structural_paraphrase/results.json
partial,local_overnight_2026_04_27,structural_paraphrase,structural_paraphrase,phase_stream_only_normalized,0.62,0.05507570547286101,0.12,0.06669824374349491,-0.027046931783358246,0.015865594148635864,3.0,714604.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/local_overnight_2026_04_27/structural_paraphrase/results.json
partial,local_overnight_2026_04_27,structural_paraphrase,structural_paraphrase,bias_only_normalized,0.6755555555555555,0.01347150628109124,0.17555555555555546,0.08506876177955092,-0.008358716964721671,0.06025134523709615,3.0,714604.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/local_overnight_2026_04_27/structural_paraphrase/results.json
partial,local_overnight_2026_04_27,structural_paraphrase,structural_paraphrase,resonance_inert_normalized,0.6711111111111111,0.01644294287438745,0.1711111111111111,0.0877569192334225,-0.012053847842746324,0.07341366012891133,3.0,714604.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/local_overnight_2026_04_27/structural_paraphrase/results.json
partial,local_overnight_2026_04_27,template_equivalence_depth5,template_equivalence,standard,0.6611111111111111,0.05102650001424456,0.1611111111111111,-0.36268687823362517,0.10938569446404774,0.3677464524904887,3.0,580880.0,candidate: learnable and non-saturated,resonance/outputs/local_overnight_2026_04_27/template_equivalence_depth5/results.json
pass,local_overnight_2026_04_27,template_equivalence_depth5,template_equivalence,resonance_full_normalized,0.6655555555555556,0.03168128317640724,0.16555555555555557,0.023780839746458466,0.0419434380531311,0.1935901641845703,3.0,714604.0,candidate: learnable and non-saturated,resonance/outputs/local_overnight_2026_04_27/template_equivalence_depth5/results.json
pass,local_overnight_2026_04_27,template_equivalence_depth5,template_equivalence,phase_stream_only_normalized,0.6644444444444445,0.0383454087260831,0.1644444444444445,0.02927036870989878,0.022547594110171005,0.16670719782511392,3.0,714604.0,candidate: learnable and non-saturated,resonance/outputs/local_overnight_2026_04_27/template_equivalence_depth5/results.json
partial,local_overnight_2026_04_27,template_equivalence_depth5,template_equivalence,bias_only_normalized,0.6933333333333334,0.02645751311064593,0.19333333333333336,-0.2306643405504394,0.4270885525809394,0.47792814175287884,3.0,714604.0,candidate: learnable and non-saturated,resonance/outputs/local_overnight_2026_04_27/template_equivalence_depth5/results.json
partial,local_overnight_2026_04_27,template_equivalence_depth5,template_equivalence,resonance_inert_normalized,0.6955555555555556,0.02268953095184682,0.1955555555555556,-0.21296839128460798,0.5479246719678242,0.4806329806645711,3.0,714604.0,candidate: learnable and non-saturated,resonance/outputs/local_overnight_2026_04_27/template_equivalence_depth5/results.json
fail,overnight_2026_04_27,blimp_adjunct_island_n100,blimp,standard,0.502,0.0265204323745548,0.0020000000000000018,-0.29927794180418316,-0.4047867495218912,0.28346484899520874,5.0,749280.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_adjunct_island_n100/results.json
fail,overnight_2026_04_27,blimp_adjunct_island_n100,blimp,resonance_full_normalized,0.49799999999999994,0.02304584802325812,-0.0020000000000000573,-0.14262372882742627,-0.26841379392147063,0.1461423009634018,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_adjunct_island_n100/results.json
fail,overnight_2026_04_27,blimp_adjunct_island_n100,blimp,phase_stream_only_normalized,0.49799999999999994,0.02304584802325812,-0.0020000000000000573,-0.14222117285979424,-0.2680184975862503,0.14525276571512222,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_adjunct_island_n100/results.json
fail,overnight_2026_04_27,blimp_adjunct_island_n100,blimp,bias_only_normalized,0.5086666666666667,0.030239782480111287,0.008666666666666711,-0.16785552815387123,-0.18882569177945455,0.009843961894512176,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_adjunct_island_n100/results.json
fail,overnight_2026_04_27,blimp_adjunct_island_n100,blimp,resonance_inert_normalized,0.5093333333333334,0.029097537123726955,0.009333333333333416,-0.16777135572935406,-0.18847426029046374,0.009257735311985016,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_adjunct_island_n100/results.json
fail,overnight_2026_04_27,blimp_complex_NP_island_n100,blimp,standard,0.504,0.030129350769271115,0.0040000000000000036,-0.25528582397260163,-0.28122537247339885,0.0793855756521225,5.0,749280.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_complex_NP_island_n100/results.json
fail,overnight_2026_04_27,blimp_complex_NP_island_n100,blimp,resonance_full_normalized,0.4873333333333333,0.02396757068299673,-0.012666666666666715,-0.15515513169138054,-0.1680821191072464,-0.05208280254155397,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_complex_NP_island_n100/results.json
fail,overnight_2026_04_27,blimp_complex_NP_island_n100,blimp,phase_stream_only_normalized,0.4873333333333333,0.02396757068299673,-0.012666666666666715,-0.15488805833615757,-0.16695683936278025,-0.0534755150321871,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_complex_NP_island_n100/results.json
fail,overnight_2026_04_27,blimp_complex_NP_island_n100,blimp,bias_only_normalized,0.5026666666666666,0.027426669907632307,0.002666666666666595,-0.2671966019429658,-0.259876181324323,0.048258281871676446,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_complex_NP_island_n100/results.json
fail,overnight_2026_04_27,blimp_complex_NP_island_n100,blimp,resonance_inert_normalized,0.5026666666666666,0.027426669907632307,0.002666666666666595,-0.267330191009923,-0.26017285617192587,0.048678869381546974,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_complex_NP_island_n100/results.json
partial,overnight_2026_04_27,blimp_coordinate_structure_constraint_object_extraction_n100,blimp,standard,0.5566666666666666,0.021602468994692845,0.05666666666666664,-0.11735056858313711,-0.2244008445739746,0.1649372547864914,5.0,749280.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_coordinate_structure_constraint_object_extraction_n100/results.json
fail,overnight_2026_04_27,blimp_coordinate_structure_constraint_object_extraction_n100,blimp,resonance_full_normalized,0.5386666666666666,0.015740958604156797,0.03866666666666663,-0.02985538840293882,-0.08265852256615956,-0.08464393988251687,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_coordinate_structure_constraint_object_extraction_n100/results.json
fail,overnight_2026_04_27,blimp_coordinate_structure_constraint_object_extraction_n100,blimp,phase_stream_only_normalized,0.538,0.015202339001321832,0.038000000000000034,-0.030001782116137042,-0.08275841454664866,-0.08440977558493615,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_coordinate_structure_constraint_object_extraction_n100/results.json
fail,overnight_2026_04_27,blimp_coordinate_structure_constraint_object_extraction_n100,blimp,bias_only_normalized,0.5446666666666666,0.03500793560830965,0.04466666666666663,-0.051584924522199115,-0.06757579016685486,-0.15446912832558155,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_coordinate_structure_constraint_object_extraction_n100/results.json
fail,overnight_2026_04_27,blimp_coordinate_structure_constraint_object_extraction_n100,blimp,resonance_inert_normalized,0.5439999999999999,0.03499206259202855,0.04399999999999993,-0.05162555983192043,-0.06741656239827473,-0.1547830354422331,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_coordinate_structure_constraint_object_extraction_n100/results.json
fail,overnight_2026_04_27,blimp_distractor_agreement_relative_clause_n100,blimp,standard,0.5279999999999999,0.010697871023920795,0.027999999999999914,-0.31509928703308104,-0.3673325632413228,0.188455331325531,5.0,749280.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_distractor_agreement_relative_clause_n100/results.json
fail,overnight_2026_04_27,blimp_distractor_agreement_relative_clause_n100,blimp,resonance_full_normalized,0.5286666666666667,0.02489979919597744,0.02866666666666673,-0.17511188481983386,-0.29005170170466105,0.21667276024818422,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_distractor_agreement_relative_clause_n100/results.json
fail,overnight_2026_04_27,blimp_distractor_agreement_relative_clause_n100,blimp,phase_stream_only_normalized,0.5279999999999999,0.025668831077571265,0.027999999999999914,-0.17527972648018292,-0.2889522406657537,0.2152388483285904,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_distractor_agreement_relative_clause_n100/results.json
fail,overnight_2026_04_27,blimp_distractor_agreement_relative_clause_n100,blimp,bias_only_normalized,0.5446666666666667,0.010434983894999039,0.04466666666666674,-0.28801181190892267,-0.39598284697532654,0.25785443782806394,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_distractor_agreement_relative_clause_n100/results.json
fail,overnight_2026_04_27,blimp_distractor_agreement_relative_clause_n100,blimp,resonance_inert_normalized,0.5473333333333333,0.011401754250991387,0.04733333333333334,-0.2881701431776348,-0.38893342717488605,0.24849650859832764,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_distractor_agreement_relative_clause_n100/results.json
fail,overnight_2026_04_27,blimp_left_branch_island_simple_question_n100,blimp,standard,0.508,0.01773258143769385,0.008000000000000007,-0.07499053603724433,-0.09699335765838624,-0.11120122862048447,5.0,749280.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_left_branch_island_simple_question_n100/results.json
partial,overnight_2026_04_27,blimp_left_branch_island_simple_question_n100,blimp,resonance_full_normalized,0.502,0.010954451150103331,0.0020000000000000018,0.002160423052938354,-0.005693222920099894,-0.20951747903600335,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_left_branch_island_simple_question_n100/results.json
partial,overnight_2026_04_27,blimp_left_branch_island_simple_question_n100,blimp,phase_stream_only_normalized,0.502,0.010954451150103331,0.0020000000000000018,0.0021728164271304085,-0.005696402827898662,-0.2094807280227542,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_left_branch_island_simple_question_n100/results.json
fail,overnight_2026_04_27,blimp_left_branch_island_simple_question_n100,blimp,bias_only_normalized,0.5026666666666666,0.017543596489254354,0.002666666666666595,-0.009285077923222574,-0.03369911889235179,-0.23071036366745828,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_left_branch_island_simple_question_n100/results.json
fail,overnight_2026_04_27,blimp_left_branch_island_simple_question_n100,blimp,resonance_inert_normalized,0.5026666666666666,0.017543596489254354,0.002666666666666595,-0.00929651009409056,-0.033683449546496075,-0.23071312075480818,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_left_branch_island_simple_question_n100/results.json
fail,overnight_2026_04_27,blimp_principle_A_c_command_n100,blimp,standard,0.5446666666666666,0.017416467303484166,0.04466666666666663,-0.27212529307917543,-0.4411752205292384,0.4194718778133392,5.0,749280.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_principle_A_c_command_n100/results.json
fail,overnight_2026_04_27,blimp_principle_A_c_command_n100,blimp,resonance_full_normalized,0.5073333333333333,0.015347819244295114,0.007333333333333303,-0.10104305054012094,-0.17830231511592864,-0.010024294257164001,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_principle_A_c_command_n100/results.json
fail,overnight_2026_04_27,blimp_principle_A_c_command_n100,blimp,phase_stream_only_normalized,0.5073333333333333,0.015347819244295114,0.007333333333333303,-0.10102458878567344,-0.17832428554693858,-0.009983725473284721,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_principle_A_c_command_n100/results.json
fail,overnight_2026_04_27,blimp_principle_A_c_command_n100,blimp,bias_only_normalized,0.538,0.029589788028229525,0.038000000000000034,-0.15088154140271637,-0.16594678882757824,-0.017736465856432914,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_principle_A_c_command_n100/results.json
fail,overnight_2026_04_27,blimp_principle_A_c_command_n100,blimp,resonance_inert_normalized,0.538,0.029589788028229525,0.038000000000000034,-0.15082185017435176,-0.16549497580528258,-0.01689779683947563,5.0,883532.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/blimp_principle_A_c_command_n100/results.json
partial,overnight_2026_04_27,blimp_wh_island_n100,blimp,standard,0.5653333333333334,0.06727224952055312,0.06533333333333335,-0.16064813921326085,-0.2363563774426778,0.31529153883457184,5.0,749280.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n100/results.json
pass,overnight_2026_04_27,blimp_wh_island_n100,blimp,resonance_full_normalized,0.6586666666666667,0.0784431853849226,0.15866666666666673,0.00615939262666203,0.026413724223772687,0.2925311654806137,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n100/results.json
pass,overnight_2026_04_27,blimp_wh_island_n100,blimp,phase_stream_only_normalized,0.6599999999999999,0.07828012377211586,0.15999999999999992,0.011013795043292807,0.03534422699610392,0.2965548992156982,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n100/results.json
partial,overnight_2026_04_27,blimp_wh_island_n100,blimp,bias_only_normalized,0.6013333333333334,0.04776097895888557,0.10133333333333339,-0.15699591824882908,-0.01910029816627502,0.19850364625453948,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n100/results.json
partial,overnight_2026_04_27,blimp_wh_island_n100,blimp,resonance_inert_normalized,0.5993333333333333,0.04951991742947702,0.09933333333333327,-0.15716531402186343,-0.018154160658518482,0.19757088720798494,5.0,883532.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n100/results.json
partial,overnight_2026_04_27,blimp_wh_island_n150,blimp,standard,0.7113333333333334,0.08610716836851881,0.21133333333333337,-0.035797164785234516,0.6851222494443258,0.4617529958486557,5.0,749280.0,candidate: learnable and non-saturated,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n150/results.json
pass,overnight_2026_04_27,blimp_wh_island_n150,blimp,resonance_full_normalized,0.7913333333333333,0.08167006795638164,0.29133333333333333,0.21256532480842188,0.8882469675540923,0.5643475174903869,5.0,883532.0,candidate: learnable and non-saturated,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n150/results.json
pass,overnight_2026_04_27,blimp_wh_island_n150,blimp,phase_stream_only_normalized,0.7926666666666666,0.0819688287636763,0.29266666666666663,0.21120843024630293,0.8844426431258519,0.5629004210233688,5.0,883532.0,candidate: learnable and non-saturated,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n150/results.json
pass,overnight_2026_04_27,blimp_wh_island_n150,blimp,bias_only_normalized,0.7593333333333334,0.11571996850635205,0.2593333333333334,0.1258685857841843,0.7853643112182617,0.48284927010536194,5.0,883532.0,candidate: learnable and non-saturated,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n150/results.json
pass,overnight_2026_04_27,blimp_wh_island_n150,blimp,resonance_inert_normalized,0.762,0.11682370383521393,0.262,0.12989958493333115,0.786725067337354,0.48369106352329255,5.0,883532.0,candidate: learnable and non-saturated,resonance/outputs/overnight_2026_04_27/blimp_wh_island_n150/results.json
partial,overnight_2026_04_27,hans_small,generic_probe,standard,1.0,0.0,0.0,0.7534128126692182,-0.00018657444914182026,-0.1427424443536438,5.0,752352.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/hans_small/results.json
partial,overnight_2026_04_27,hans_small,generic_probe,resonance_full_normalized,1.0,0.0,0.0,0.7068742999762763,-0.00018496362368265788,-0.13667231326107868,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/hans_small/results.json
partial,overnight_2026_04_27,hans_small,generic_probe,phase_stream_only_normalized,1.0,0.0,0.0,0.7069607323586631,-0.00018500887354214987,-0.13667394654476084,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/hans_small/results.json
partial,overnight_2026_04_27,hans_small,generic_probe,bias_only_normalized,1.0,0.0,0.0,0.6863880198012727,-0.00017346258958180746,-0.1255348521459382,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/hans_small/results.json
partial,overnight_2026_04_27,hans_small,generic_probe,resonance_inert_normalized,1.0,0.0,0.0,0.6864048279036458,-0.00017342456181844074,-0.12553007410024292,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/hans_small/results.json
fail,overnight_2026_04_27,msgs_main_verb_length,generic_probe,standard,0.5476,0.024388521890430337,0.047599999999999976,-0.29462003111839297,-0.36705232164859775,0.19029828906059265,5.0,752352.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/msgs_main_verb_length/results.json
fail,overnight_2026_04_27,msgs_main_verb_length,generic_probe,resonance_full_normalized,0.514,0.021954498400100168,0.014000000000000012,-0.1537138283252716,-0.18717412807941436,-0.047774586081504825,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/msgs_main_verb_length/results.json
fail,overnight_2026_04_27,msgs_main_verb_length,generic_probe,phase_stream_only_normalized,0.5136000000000001,0.03314815228636435,0.013600000000000056,-0.13538809828460216,-0.20591595597267148,0.09907763004302979,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/msgs_main_verb_length/results.json
fail,overnight_2026_04_27,msgs_main_verb_length,generic_probe,bias_only_normalized,0.5292,0.036127551812986165,0.029200000000000004,-0.4054971273988485,-0.386385216832161,0.2392497479915619,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/msgs_main_verb_length/results.json
fail,overnight_2026_04_27,msgs_main_verb_length,generic_probe,resonance_inert_normalized,0.5264,0.022556595487794717,0.02639999999999998,-0.4206241171807051,-0.4195952242136001,0.25749980807304385,5.0,886604.0,weak: no condition beats majority baseline by 5 points,resonance/outputs/overnight_2026_04_27/msgs_main_verb_length/results.json
partial,overnight_2026_04_27,msgs_syntactic_category_relative_position,generic_probe,standard,0.5512,0.04906322451694343,0.05120000000000002,-1.6294203904923052,-0.18848215198516843,0.041680007614195345,5.0,752352.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/msgs_syntactic_category_relative_position/results.json
partial,overnight_2026_04_27,msgs_syntactic_category_relative_position,generic_probe,resonance_full_normalized,0.5640000000000001,0.049739320461783545,0.06400000000000006,-1.4148908704519272,-0.22471760454177855,0.15462612211704255,5.0,886604.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/msgs_syntactic_category_relative_position/results.json
partial,overnight_2026_04_27,msgs_syntactic_category_relative_position,generic_probe,phase_stream_only_normalized,0.5504,0.061699270660195,0.0504,-1.4874424379318953,-0.260201488494873,0.15387355908751488,5.0,886604.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/msgs_syntactic_category_relative_position/results.json
partial,overnight_2026_04_27,msgs_syntactic_category_relative_position,generic_probe,bias_only_normalized,0.5944,0.06574800377197774,0.09440000000000004,-1.5066990714636632,-0.01162405409812928,0.2686173528432846,5.0,886604.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/msgs_syntactic_category_relative_position/results.json
partial,overnight_2026_04_27,msgs_syntactic_category_relative_position,generic_probe,resonance_inert_normalized,0.588,0.06316644678941502,0.08799999999999997,-1.4949596045655198,-0.024677555298805227,0.30802123583853247,5.0,886604.0,weak: training barely reduces answer loss,resonance/outputs/overnight_2026_04_27/msgs_syntactic_category_relative_position/results.json
partial,regime_probe_medium,regime_probe_medium,regime_probe_medium,standard,0.5520833333333334,0.03157384284630766,0.05208333333333337,0.0009797016779581706,-0.17164003647242984,-0.13431178033351898,3.0,158976.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/regime_probe_medium/results.json
partial,regime_probe_medium,regime_probe_medium,regime_probe_medium,resonance_full,0.5677083333333334,0.025113673856752488,0.06770833333333337,0.021334901452064514,-0.08492168023561437,-0.29079735030730564,3.0,185672.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/regime_probe_medium/results.json
partial,regime_probe_medium,regime_probe_medium,regime_probe_medium,resonance_full_normalized,0.5677083333333334,0.025113673856752488,0.06770833333333337,0.021334901452064514,-0.08492168023561437,-0.29079735030730564,3.0,185672.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/regime_probe_medium/results.json
partial,regime_probe_medium,regime_probe_medium,regime_probe_medium,bias_only_normalized,0.578125,0.034053897996411515,0.078125,0.015565385421117147,-0.09834349419300754,-0.2461732824643453,3.0,185672.0,weak: behavior improves but hidden geometry is not label-separated,resonance/outputs/regime_probe_medium/results.json
fail,regime_probe_smoke,regime_probe_smoke,regime_probe_smoke,standard,0.5,0.0,0.0,-0.007164090871810913,-0.25370219349861145,-0.02132326364517212,1.0,158976.0,weak: training barely reduces answer loss,resonance/outputs/regime_probe_smoke/results.json
partial,regime_probe_smoke,regime_probe_smoke,regime_probe_smoke,resonance_full,0.5625,0.0,0.0625,0.009388118982315063,-0.20738565735518932,-0.10947218537330627,1.0,185672.0,weak: training barely reduces answer loss,resonance/outputs/regime_probe_smoke/results.json
